date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:57:17	78951/78951	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c944-13467%22	https://dreamingtheme.kiendaotac.com/html/lynessa/my-account.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/my-account.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:17	97795/97795	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c8c0-17e03%22	https://dreamingtheme.kiendaotac.com/html/lynessa/cart.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/cart.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:18	114382/114382	---M--	200	added ('OK')	image/jpeg	etag:%225f41d60a-1bece%22	https://dreamingtheme.kiendaotac.com/html/lynessa/assets/images/apro134-1-600x778.jpg	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/assets/images/apro134-1-600x778.jpg	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:18	102946/102946	---M--	200	added ('OK')	image/jpeg	etag:%225f41d3b0-19222%22	https://dreamingtheme.kiendaotac.com/html/lynessa/assets/images/apro1113-600x778.jpg	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/assets/images/apro1113-600x778.jpg	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:18	122014/122014	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c8cc-1dc9e%22	https://dreamingtheme.kiendaotac.com/html/lynessa/checkout.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/checkout.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:18	9274/9274	---M--	200	added ('OK')	image/jpeg	etag:%225f5deba8-243a%22	https://dreamingtheme.kiendaotac.com/html/lynessa/assets/images/demo001.jpg	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/assets/images/demo001.jpg	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:18	123159/123159	---M--	200	added ('OK')	image/jpeg	etag:%225f41d4ce-1e117%22	https://dreamingtheme.kiendaotac.com/html/lynessa/assets/images/apro201-1-600x778.jpg	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/assets/images/apro201-1-600x778.jpg	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:19	249358/249358	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c90a-3ce0e%22	https://dreamingtheme.kiendaotac.com/html/lynessa/home-02.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/home-02.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:19	7495/7495	---M--	200	added ('OK')	image/jpeg	etag:%225f5debd8-1d47%22	https://dreamingtheme.kiendaotac.com/html/lynessa/assets/images/demo002.jpg	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/assets/images/demo002.jpg	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:19	161440/161440	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c910-276a0%22	https://dreamingtheme.kiendaotac.com/html/lynessa/home-03.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/home-03.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:19	10131/10131	---M--	200	added ('OK')	image/jpeg	etag:%225f5dec78-2793%22	https://dreamingtheme.kiendaotac.com/html/lynessa/assets/images/demo003.jpg	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/assets/images/demo003.jpg	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:20	155073/155073	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c916-25dc1%22	https://dreamingtheme.kiendaotac.com/html/lynessa/home-04.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/home-04.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:20	10460/10460	---M--	200	added ('OK')	image/jpeg	etag:%225f5dec48-28dc%22	https://dreamingtheme.kiendaotac.com/html/lynessa/assets/images/demo004.jpg	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/assets/images/demo004.jpg	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:20	95303/95303	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c91c-17447%22	https://dreamingtheme.kiendaotac.com/html/lynessa/home-05.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/home-05.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:20	12507/12507	---M--	200	added ('OK')	image/jpeg	etag:%225f5deca4-30db%22	https://dreamingtheme.kiendaotac.com/html/lynessa/assets/images/demo005.jpg	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/assets/images/demo005.jpg	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:21	148938/148938	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c924-245ca%22	https://dreamingtheme.kiendaotac.com/html/lynessa/home-06.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/home-06.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:21	9991/9991	---M--	200	added ('OK')	image/jpeg	etag:%225f5dece8-2707%22	https://dreamingtheme.kiendaotac.com/html/lynessa/assets/images/demo006.jpg	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/assets/images/demo006.jpg	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:21	160410/160410	---MCZ	200	added ('OK')	text/html	etag:W/%225f60cb50-2729a%22	https://dreamingtheme.kiendaotac.com/html/lynessa/shop.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/shop.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:22	170175/170175	---MCZ	200	added ('OK')	text/html	etag:W/%225f60cb62-298bf%22	https://dreamingtheme.kiendaotac.com/html/lynessa/shop-list.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/shop-list.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:22	925/925	---M--	200	added ('OK')	image/jpeg	etag:%2239d-5acd83d206580%22	https://dreamingtheme.kiendaotac.com/html/lynessa/assets/images/label-new.jpg	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/assets/images/label-new.jpg	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:22	170750/170750	---MCZ	200	added ('OK')	text/html	etag:W/%225f60cb5a-29afe%22	https://dreamingtheme.kiendaotac.com/html/lynessa/shop-leftsidebar.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/shop-leftsidebar.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:22	170751/170751	---MCZ	200	added ('OK')	text/html	etag:W/%225f60cb68-29aff%22	https://dreamingtheme.kiendaotac.com/html/lynessa/shop-rightsidebar.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/shop-rightsidebar.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:23	134180/134180	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c9be-20c24%22	https://dreamingtheme.kiendaotac.com/html/lynessa/single-product.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/single-product.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:23	136624/136624	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c9f4-215b0%22	https://dreamingtheme.kiendaotac.com/html/lynessa/single-product-policy.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/single-product-policy.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:23	138580/138580	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c9f8-21d54%22	https://dreamingtheme.kiendaotac.com/html/lynessa/single-product-rightsidebar.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/single-product-rightsidebar.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:23	138579/138579	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c9d6-21d53%22	https://dreamingtheme.kiendaotac.com/html/lynessa/single-product-leftsidebar.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/single-product-leftsidebar.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:24	134911/134911	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c9c6-20eff%22	https://dreamingtheme.kiendaotac.com/html/lynessa/single-product-bundle.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/single-product-bundle.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:24	137913/137913	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c9c2-21ab9%22	https://dreamingtheme.kiendaotac.com/html/lynessa/single-product-360deg.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/single-product-360deg.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:24	968/968	---M--	200	added ('OK')	image/jpeg	etag:%223c8-5acd83b93ab00%22	https://dreamingtheme.kiendaotac.com/html/lynessa/assets/images/label-hot.jpg	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/assets/images/label-hot.jpg	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:24	134203/134203	---MCZ	200	added ('OK')	text/html	etag:W/%225f60ca02-20c3b%22	https://dreamingtheme.kiendaotac.com/html/lynessa/single-product-video.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/single-product-video.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:24	81596/81596	---MCZ	200	added ('OK')	text/html	etag:W/%225f60ca38-13ebc%22	https://dreamingtheme.kiendaotac.com/html/lynessa/wishlist.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/wishlist.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:25	73814/73814	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c950-12056%22	https://dreamingtheme.kiendaotac.com/html/lynessa/order-tracking.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/order-tracking.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:25	83736/83736	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c8dc-14718%22	https://dreamingtheme.kiendaotac.com/html/lynessa/compare.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/compare.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:25	129492/129492	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c9fc-1f9d4%22	https://dreamingtheme.kiendaotac.com/html/lynessa/single-product-simple.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/single-product-simple.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:25	127839/127839	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c9cc-1f35f%22	https://dreamingtheme.kiendaotac.com/html/lynessa/single-product-external.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/single-product-external.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:26	132743/132743	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c9d0-20687%22	https://dreamingtheme.kiendaotac.com/html/lynessa/single-product-group.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/single-product-group.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:26	127604/127604	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c9ea-1f274%22	https://dreamingtheme.kiendaotac.com/html/lynessa/single-product-outofstock.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/single-product-outofstock.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:26	134275/134275	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c9e4-20c83%22	https://dreamingtheme.kiendaotac.com/html/lynessa/single-product-onsale.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/single-product-onsale.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:26	74920/74920	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c8e6-124a8%22	https://dreamingtheme.kiendaotac.com/html/lynessa/dashboard.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/dashboard.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:26	83197/83197	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c956-144fd%22	https://dreamingtheme.kiendaotac.com/html/lynessa/orders.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/orders.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:27	74637/74637	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c8ee-1238d%22	https://dreamingtheme.kiendaotac.com/html/lynessa/downloads.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/downloads.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:27	75629/75629	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c900-1276d%22	https://dreamingtheme.kiendaotac.com/html/lynessa/edit-address.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/edit-address.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:27	79650/79650	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c8fc-13722%22	https://dreamingtheme.kiendaotac.com/html/lynessa/edit-account.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/edit-account.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:27	144435/144435	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c82e-23433%22	https://dreamingtheme.kiendaotac.com/html/lynessa/banner.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/banner.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:27	117603/117603	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c83c-1cb63%22	https://dreamingtheme.kiendaotac.com/html/lynessa/blog-element.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/blog-element.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:28	81548/81548	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c8c6-13e8c%22	https://dreamingtheme.kiendaotac.com/html/lynessa/categories-element.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/categories-element.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:28	239506/239506	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c95a-3a792%22	https://dreamingtheme.kiendaotac.com/html/lynessa/product-element.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/product-element.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:28	76070/76070	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c8d2-12926%22	https://dreamingtheme.kiendaotac.com/html/lynessa/client.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/client.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:28	255511/255511	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c960-3e617%22	https://dreamingtheme.kiendaotac.com/html/lynessa/product-layout.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/product-layout.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:29	73086/73086	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c50e-11d7e%22	https://dreamingtheme.kiendaotac.com/html/lynessa/google-map.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/google-map.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:29	81710/81710	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c92a-13f2e%22	https://dreamingtheme.kiendaotac.com/html/lynessa/iconbox.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/iconbox.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:29	90603/90603	---MCZ	200	added ('OK')	text/html	etag:W/%225f60ca0a-161eb%22	https://dreamingtheme.kiendaotac.com/html/lynessa/team.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/team.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:29	91531/91531	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c936-1658b%22	https://dreamingtheme.kiendaotac.com/html/lynessa/instagram-feed.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/instagram-feed.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:30	89129/89129	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c948-15c29%22	https://dreamingtheme.kiendaotac.com/html/lynessa/newsletter.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/newsletter.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:30	85889/85889	---MCZ	200	added ('OK')	text/html	etag:W/%225f60ca32-14f81%22	https://dreamingtheme.kiendaotac.com/html/lynessa/testimonials.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/testimonials.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:30	93270/93270	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c836-16c56%22	https://dreamingtheme.kiendaotac.com/html/lynessa/blog.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/blog.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:30	105500/105500	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c89e-19c1c%22	https://dreamingtheme.kiendaotac.com/html/lynessa/blog-leftsidebar.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/blog-leftsidebar.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:30	105501/105501	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c8a6-19c1d%22	https://dreamingtheme.kiendaotac.com/html/lynessa/blog-rightsidebar.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/blog-rightsidebar.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:31	89210/89210	---MCZ	200	added ('OK')	text/html	etag:W/%225f5f76fa-15c7a%22	https://dreamingtheme.kiendaotac.com/html/lynessa/blog-grid.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/blog-grid.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
17:57:31	78941/78941	---MCZ	200	added ('OK')	text/html	etag:W/%225f60c984-1345d%22	https://dreamingtheme.kiendaotac.com/html/lynessa/single-post.html	C:/Users/Hi%20Windows%2010/Desktop/themecopy/dreamingtheme.kiendaotac.com/html/lynessa/single-post.html	(from https://dreamingtheme.kiendaotac.com/html/lynessa/)
